source,target,distance_km,intersections
2200,2000,3.9472064626578454,1
2200,2820,6.383391968011293,1
2200,2825,4.578896298313789,1
2200,2827,4.337473633607751,1
2200,2846,6.113839310352592,1
2200,3001,6.652188856786032,1
2200,3002,6.281856999806286,1
2200,3120,3.650535057188693,1
2200,3122,3.0544615895996987,1
2200,3126,1.277016559524857,1
2200,3127,2.0173982283153915,1
2200,3180,2.5779061003180743,1
2200,3662,6.254159830552037,1
2200,3682,2.2972082033209853,1
2200,3685,4.281965764622173,1
2200,3804,3.657554095771282,1
2200,3812,4.001199288160943,1
2200,4030,3.883993748821142,1
2200,4032,3.6062243219581918,1
2200,4034,3.438455354768709,1
2200,4035,3.4941573258225347,1
2200,4040,4.160641901795301,1
2200,4043,5.233899530489623,1
2200,4051,3.511116701438487,1
2200,4057,1.947650626982301,1
2200,4063,1.602932361640658,1
2200,4262,7.321738735234441,1
2200,4263,6.452424138215486,1
2200,4264,5.687028639774515,1
2200,4266,14497.88835286685,1
2200,4270,5.901668945365581,1
2200,4272,4.837666395314554,1
2200,4273,5.823286395521126,1
2200,4321,4.610525056464528,1
2200,4324,5.399251578176938,1
2200,4335,5.641383364604269,1
2200,4812,7.303111074602847,1
2200,4821,7.882841326791584,1
2820,970,9.648408377280317,1
2820,2000,8.439825640900995,1
2820,2200,6.383391968011293,1
2820,2825,2.8920326344397234,1
2820,2827,4.3713421851216605,1
2820,2846,7.772310424502156,1
2820,3001,2.3035093574092564,1
2820,3002,2.266615295602457,1
2820,3120,3.8797288202901066,1
2820,3122,4.390524844251291,1
2820,3126,7.0172229168456575,1
2820,3127,5.344092748054438,1
2820,3180,4.654924509890259,1
2820,3662,1.580819155897177,1
2820,3682,7.472252678454474,1
2820,3685,8.663135045510156,1
2820,3804,5.1107237423059075,1
2820,3812,5.439596951672142,1
2820,4030,2.790460638004953,1
2820,4032,2.7984575802498246,1
2820,4034,3.1307937116735234,1
2820,4035,3.4831397201495715,1
2820,4040,4.728378237419405,1
2820,4043,6.102269201859785,1
2820,4051,3.412515903403944,1
2820,4057,4.621904761420031,1
2820,4063,4.834694962667218,1
2820,4262,3.283196952908999,1
2820,4263,3.161015893810962,1
2820,4264,3.251105469391109,1
2820,4266,14495.020718871787,1
2820,4270,3.868055380292651,1
2820,4272,4.3545988365925234,1
2820,4273,5.8448990745974685,1
2820,4321,1.7728691199034847,1
2820,4324,1.7119546198713846,1
2820,4335,1.3329626354776454,1
2820,4812,3.96571742906782,1
2820,4821,2.805944541855559,1
2825,970,9.311801654893541,1
2825,2000,7.7729370802337145,1
2825,2200,4.578896298313789,1
2825,2820,2.8920326344397234,1
2825,2827,1.4863177788844155,1
2825,2846,8.30885514476652,1
2825,3001,4.653484120960638,1
2825,3002,4.422294510575065,1
2825,3120,4.027396491325097,1
2825,3122,4.1407283031862105,1
2825,3126,5.605918232753143,1
2825,3127,4.500044074864006,1
2825,3180,2.1798646224020812,1
2825,3662,3.9023606439799283,1
2825,3682,6.385129789684893,1
2825,3685,8.067547932201661,1
2825,3804,5.192953549255121,1
2825,3812,5.645837261381023,1
2825,4030,1.0016801733233087,1
2825,4032,1.7147806129975278,1
2825,4034,2.773441802536481,1
2825,4035,3.423856311850611,1
2825,4040,5.141903119845784,1
2825,4043,6.7454877614424475,1
2825,4051,1.0742738430046133,1
2825,4057,2.635604506947234,1
2825,4063,3.438950006883032,1
2825,4262,5.669024797913502,1
2825,4263,5.171034896613383,1
2825,4264,4.817155159625253,1
2825,4266,14497.683744955024,1
2825,4270,5.407144834999264,1
2825,4272,5.20891425649272,1
2825,4273,6.8300387355230905,1
2825,4321,1.923279415652049,1
2825,4324,3.3265996015201407,1
2825,4335,3.2134170413763035,1
2825,4812,6.150147698332043,1
2825,4821,5.534767619115951,1
2827,970,9.655463752101717,1
2827,2000,8.008068240049063,1
2827,2200,4.337473633607751,1
2827,2820,4.3713421851216605,1
2827,2825,1.4863177788844155,1
2827,2846,9.092377440312195,1
2827,3001,6.09324945596983,1
2827,3002,5.839845632591985,1
2827,3120,4.959343980044023,1
2827,3122,4.894091049903538,1
2827,3126,5.541958930833904,1
2827,3127,4.907385169437415,1
2827,3180,1.7788882159537969,1
2827,3662,5.356593966573819,1
2827,3682,6.464147558497529,1
2827,3685,8.326777354735757,1
2827,3804,5.9689053343345275,1
2827,3812,6.435106773473022,1
2827,4030,2.088193134692335,1
2827,4032,2.7369735254279126,1
2827,4034,3.7413226047271024,1
2827,4035,4.37059292140958,1
2827,4040,6.054252478578034,1
2827,4043,7.639247316468421,1
2827,4051,1.6233948459110634,1
2827,4057,2.6315142935064877,1
2827,4063,3.6896999441862834,1
2827,4262,7.0966118432039185,1
2827,4263,6.538954549047852,1
2827,4264,6.103397749288864,1
2827,4266,14499.111674246285,1
2827,4270,6.657373765746033,1
2827,4272,6.270730318127756,1
2827,4273,7.845632904942033,1
2827,4321,3.296507207294376,1
2827,4324,4.722402731730485,1
2827,4335,4.651636075171545,1
2827,4812,7.530116144081227,1
2827,4821,7.013105471427575,1
